82419593,2,2,2005-05-03,5,2005-05-03,1809029
82865924,2,1,2001-09-15,2,2001-09-15,752396
82977138,1,1,2001-05-29,1,2001-05-29,541964
83167800,1,2,2005-09-26,1,2005-09-26,1565228
83186583,1,2,2004-06-11,1,2004-06-11,1565228
83964704,1,2,2001-10-07,5,2001-10-07,1565228
84713274,2,2,2003-09-13,4,2003-09-13,1809029
85710436,2,2,2003-10-12,5,2003-10-12,1809029
86530414,2,2,2002-05-27,5,2002-05-27,1809029
87592005,2,1,2001-07-30,1,2001-07-30,752396
88149656,2,1,2001-09-05,3,2001-09-05,752396
88349753,2,2,2005-04-22,3,2005-04-22,1809029
89096466,1,1,2002-11-28,3,2002-11-28,541964
89148231,1,1,2000-12-10,2,2000-12-10,541964
90410882,1,2,2001-11-04,1,2001-11-04,1565228
90519559,1,2,2005-05-11,3,2005-05-11,1565228
90967414,1,1,2001-03-19,2,2001-03-19,541964
91254784,1,2,2004-07-18,4,2004-07-18,1565228
92632319,2,1,2003-08-05,5,2003-08-05,752396
93215998,2,1,2001-03-19,5,2001-03-19,752396
93347103,1,1,2001-04-14,2,2001-04-14,541964
93550317,2,2,2001-07-22,2,2001-07-22,1809029
93577803,1,2,2002-10-26,3,2002-10-26,1565228
93801807,1,1,2002-02-20,3,2002-02-20,541964
94091839,1,2,2004-08-15,1,2004-08-15,1565228
94275111,1,2,2001-04-11,5,2001-04-11,1565228
94493479,2,1,2004-12-05,2,2004-12-05,752396
94684524,1,2,2003-04-04,3,2003-04-04,1565228
95375793,1,2,2003-05-29,3,2003-05-29,1565228
96755757,1,2,2002-12-10,4,2002-12-10,1565228
96915193,1,1,2003-02-09,4,2003-02-09,541964
96916789,2,2,2002-02-10,4,2002-02-10,1809029
96968697,2,1,2001-03-09,1,2001-03-09,752396
97092096,2,1,2001-07-31,5,2001-07-31,752396
97389765,2,1,2005-04-15,3,2005-04-15,752396
97813113,2,1,2002-10-03,2,2002-10-03,752396
99057379,2,1,2001-01-03,3,2001-01-03,752396
99870001,1,2,2001-12-17,5,2001-12-17,1565228
100697473,1,1,2003-10-12,1,2003-10-12,541964
102486177,2,2,2003-04-02,3,2003-04-02,1809029
102510563,1,1,2002-11-03,2,2002-11-03,541964
103833760,1,2,2005-05-15,2,2005-05-15,1565228
104845218,1,2,2002-09-07,2,2002-09-07,1565228
104876079,2,2,2002-07-12,1,2002-07-12,1809029
105261611,1,2,2001-12-28,1,2001-12-28,1565228
105266920,1,2,2002-04-01,4,2002-04-01,1565228
105320527,2,1,2001-06-16,2,2001-06-16,752396
105731469,2,1,2001-05-26,3,2001-05-26,752396
106254483,2,1,2002-11-11,4,2002-11-11,752396
106587959,2,1,2002-05-18,3,2002-05-18,752396
107110024,1,2,2001-07-18,2,2001-07-18,1565228
107277221,1,1,2001-04-08,4,2001-04-08,541964
107303864,1,2,2004-05-12,3,2004-05-12,1565228
107524889,1,2,2005-05-02,2,2005-05-02,1565228
107654627,2,2,2003-01-15,3,2003-01-15,1809029
109975683,2,1,2004-03-29,5,2004-03-29,752396
110146955,2,1,2004-07-27,4,2004-07-27,752396
110973563,2,2,2001-02-15,5,2001-02-15,1809029
111095695,1,2,2005-10-21,3,2005-10-21,1565228
111096459,2,1,2005-04-19,2,2005-04-19,752396
111299887,2,2,2003-12-14,1,2003-12-14,1809029
112085380,1,2,2003-01-03,3,2003-01-03,1565228
112779171,1,2,2002-04-21,3,2002-04-21,1565228
113800309,2,2,2004-10-28,5,2004-10-28,1809029
114267971,1,2,2003-12-30,3,2003-12-30,1565228
115110110,2,1,2003-08-24,4,2003-08-24,752396
115233170,1,1,2002-12-17,5,2002-12-17,541964
116355165,1,2,2004-02-04,4,2004-02-04,1565228
116951180,1,1,2004-12-27,3,2004-12-27,541964
117105152,2,2,2005-08-15,3,2005-08-15,1809029
117327417,2,2,2004-06-10,1,2004-06-10,1809029
117654737,1,1,2003-07-31,2,2003-07-31,541964
118757610,1,1,2001-12-06,3,2001-12-06,541964
119671283,2,1,2001-04-28,1,2001-04-28,752396
120094590,1,2,2003-02-14,2,2003-02-14,1565228
120862952,1,2,2004-01-23,3,2004-01-23,1565228
120893298,2,1,2005-08-22,1,2005-08-22,752396
120967322,1,2,2001-02-05,2,2001-02-05,1565228
121717537,2,2,2001-08-13,4,2001-08-13,1809029
121922619,2,1,2001-04-28,3,2001-04-28,752396
121991757,1,2,2002-10-21,2,2002-10-21,1565228
122554513,1,1,2004-02-27,3,2004-02-27,541964
122732348,2,1,2003-12-25,1,2003-12-25,752396
122932552,2,2,2005-05-26,4,2005-05-26,1809029
123191552,1,2,2003-08-12,1,2003-08-12,1565228
123366914,2,1,2005-05-16,2,2005-05-16,752396
124472092,1,2,2002-05-13,5,2002-05-13,1565228
125374310,1,2,2003-03-16,3,2003-03-16,1565228
125754483,1,2,2002-12-23,5,2002-12-23,1565228
125761677,1,2,2001-07-07,3,2001-07-07,1565228
126042274,2,2,2004-05-09,3,2004-05-09,1809029
126499060,2,1,2003-04-19,2,2003-04-19,752396
126528924,2,1,2003-08-03,5,2003-08-03,752396
126739552,2,2,2001-05-10,1,2001-05-10,1809029
127529109,2,2,2005-09-29,4,2005-09-29,1809029
128750670,2,1,2005-09-26,3,2005-09-26,752396
128831331,2,2,2001-12-11,5,2001-12-11,1809029
128838959,1,2,2005-10-18,5,2005-10-18,1565228
129164083,2,2,2003-07-05,2,2003-07-05,1809029
129916078,2,1,2002-01-31,5,2002-01-31,752396
130359099,1,1,2003-11-04,2,2003-11-04,541964
130676307,1,2,2002-09-22,2,2002-09-22,1565228
130704124,1,2,2001-04-10,1,2001-04-10,1565228
130726713,2,1,2004-12-16,1,2004-12-16,752396
131816214,2,1,2005-03-28,1,2005-03-28,752396
132022860,1,1,2004-03-22,5,2004-03-22,541964
132075347,2,1,2004-07-01,1,2004-07-01,752396
132361635,2,2,2001-11-17,4,2001-11-17,1809029
132786926,2,1,2001-05-28,4,2001-05-28,752396
134995228,1,2,2002-06-13,1,2002-06-13,1565228
137675672,1,1,2004-08-18,5,2004-08-18,541964
137686509,2,1,2005-09-15,3,2005-09-15,752396
137852042,2,1,2005-01-05,1,2005-01-05,752396
138300817,1,1,2002-08-10,5,2002-08-10,541964
138441183,1,2,2001-10-28,1,2001-10-28,1565228
139803912,2,1,2004-05-13,2,2004-05-13,752396
139995843,2,1,2001-04-21,4,2001-04-21,752396
141582990,1,1,2005-04-25,2,2005-04-25,541964
142109933,2,2,2001-07-07,4,2001-07-07,1809029
142337711,1,1,2005-06-10,3,2005-06-10,541964
142540012,1,2,2001-05-25,5,2001-05-25,1565228
143411609,2,1,2005-02-12,4,2005-02-12,752396
143493405,1,1,2002-10-24,3,2002-10-24,541964
143936214,2,2,2005-09-14,1,2005-09-14,1809029
144079258,1,1,2003-01-28,5,2003-01-28,541964
144618246,2,2,2005-06-22,3,2005-06-22,1809029
145095798,1,2,2003-03-16,5,2003-03-16,1565228
145117081,1,2,2001-02-14,3,2001-02-14,1565228
145318459,2,1,2002-06-17,4,2002-06-17,752396
145334507,2,2,2003-10-19,2,2003-10-19,1809029
145515728,1,2,2004-05-09,5,2004-05-09,1565228
145672990,2,2,2002-07-24,2,2002-07-24,1809029
146024589,1,2,2002-01-08,4,2002-01-08,1565228
146462308,1,1,2004-11-21,1,2004-11-21,541964
146468179,1,1,2005-03-02,3,2005-03-02,541964
147099288,2,2,2005-11-23,5,2005-11-23,1809029
147365467,2,1,2001-03-22,1,2001-03-22,752396
147612482,1,2,2005-07-03,3,2005-07-03,1565228
148547647,1,1,2001-01-03,2,2001-01-03,541964
148953166,2,2,2003-04-04,1,2003-04-04,1809029
149039981,2,2,2001-03-19,4,2001-03-19,1809029
151394886,1,2,2003-07-31,4,2003-07-31,1565228
151465349,1,1,2005-07-31,1,2005-07-31,541964
151808098,1,2,2002-04-18,4,2002-04-18,1565228
152397798,2,1,2004-08-04,5,2004-08-04,752396
152639918,1,1,2004-10-16,3,2004-10-16,541964
153225235,2,2,2004-10-03,5,2004-10-03,1809029
154173562,1,1,2001-08-15,3,2001-08-15,541964
154418097,2,2,2003-06-12,2,2003-06-12,1809029
155018606,1,2,2003-10-02,4,2003-10-02,1565228
155427834,2,2,2002-11-06,5,2002-11-06,1809029
155742473,1,1,2001-03-11,3,2001-03-11,541964
155827901,2,1,2003-02-16,4,2003-02-16,752396
156303109,1,1,2001-09-30,5,2001-09-30,541964
156676315,2,2,2005-07-01,5,2005-07-01,1809029
157017913,2,1,2002-01-17,4,2002-01-17,752396
157262394,2,1,2004-01-17,2,2004-01-17,752396
157689544,1,2,2003-06-07,5,2003-06-07,1565228
160653178,2,2,2003-04-30,5,2003-04-30,1809029
160858668,2,2,2003-10-26,5,2003-10-26,1809029
160952186,2,2,2003-10-08,4,2003-10-08,1809029
161323659,2,1,2001-11-10,3,2001-11-10,752396
161527719,1,1,2002-03-31,3,2002-03-31,541964
161855024,1,2,2002-03-06,4,2002-03-06,1565228
161934583,1,2,2002-06-02,3,2002-06-02,1565228
162847751,1,1,2005-08-13,3,2005-08-13,541964
163048217,1,1,2004-08-04,3,2004-08-04,541964
163836789,1,2,2004-06-17,4,2004-06-17,1565228
165289413,2,1,2001-07-06,3,2001-07-06,752396
165445061,2,1,2001-01-09,5,2001-01-09,752396
165572590,2,2,2001-08-26,2,2001-08-26,1809029
166040757,1,1,2003-11-07,1,2003-11-07,541964
166187880,2,2,2001-02-25,2,2001-02-25,1809029
167100960,2,1,2005-01-08,3,2005-01-08,752396
167276844,2,2,2004-08-04,1,2004-08-04,1809029
167715115,1,2,2002-06-12,3,2002-06-12,1565228
167968823,2,2,2002-06-15,3,2002-06-15,1809029
168135222,2,2,2002-10-06,3,2002-10-06,1809029
168617521,1,2,2000-11-28,1,2000-11-28,1565228
169634479,2,1,2001-01-08,4,2001-01-08,752396
170258730,1,2,2002-10-07,5,2002-10-07,1565228
171291435,2,1,2005-04-13,4,2005-04-13,752396
171758735,1,2,2001-02-25,4,2001-02-25,1565228
172645446,1,1,2001-07-04,3,2001-07-04,541964
172662990,2,1,2004-06-07,5,2004-06-07,752396
173027465,2,1,2001-03-29,1,2001-03-29,752396
173757665,1,1,2002-02-09,4,2002-02-09,541964
174443411,2,2,2002-10-02,1,2002-10-02,1809029
174720271,1,2,2003-04-20,2,2003-04-20,1565228
175015064,1,1,2004-04-11,5,2004-04-11,541964
175551117,2,2,2001-03-16,2,2001-03-16,1809029
176898093,1,2,2001-12-30,5,2001-12-30,1565228
177799489,1,1,2002-12-13,3,2002-12-13,541964
178418722,2,1,2002-05-02,2,2002-05-02,752396
178519012,2,2,2003-12-25,5,2003-12-25,1809029
178823632,2,1,2001-01-05,4,2001-01-05,752396
181170157,2,1,2001-06-27,4,2001-06-27,752396
181182613,1,1,2003-10-24,2,2003-10-24,541964
181404226,1,2,2001-05-16,3,2001-05-16,1565228
181812551,2,2,2004-08-14,1,2004-08-14,1809029
182854368,1,2,2001-04-05,2,2001-04-05,1565228
183489090,1,2,2005-06-08,5,2005-06-08,1565228
183625972,1,2,2002-08-19,4,2002-08-19,1565228
184029436,2,1,2003-06-10,4,2003-06-10,752396
184139522,1,1,2003-08-14,2,2003-08-14,541964
184601188,2,1,2003-01-24,3,2003-01-24,752396
185457438,2,1,2004-06-24,1,2004-06-24,752396
185520410,2,1,2002-11-04,4,2002-11-04,752396
185766398,1,1,2003-08-26,3,2003-08-26,541964
186673004,1,1,2002-12-16,1,2002-12-16,541964
186901198,2,1,2003-06-14,2,2003-06-14,752396
187849667,2,1,2002-11-13,3,2002-11-13,752396
188789221,1,1,2002-11-09,2,2002-11-09,541964
189732275,1,2,2005-09-12,5,2005-09-12,1565228
190453120,2,1,2001-12-29,3,2001-12-29,752396
190660218,2,1,2002-12-22,4,2002-12-22,752396
191274249,2,2,2002-10-19,3,2002-10-19,1809029
191775823,1,2,2002-06-10,3,2002-06-10,1565228
192352471,1,2,2001-02-12,5,2001-02-12,1565228
192453485,2,1,2004-11-09,3,2004-11-09,752396
193133547,1,2,2001-12-30,4,2001-12-30,1565228
193559172,1,2,2003-05-06,5,2003-05-06,1565228
193731535,1,1,2003-07-18,4,2003-07-18,541964
193735545,2,2,2001-08-27,5,2001-08-27,1809029
193811625,2,1,2002-10-06,3,2002-10-06,752396
194619640,2,1,2002-03-05,3,2002-03-05,752396
195089978,1,2,2005-11-24,3,2005-11-24,1565228
195662228,1,2,2004-10-22,4,2004-10-22,1565228
196748218,2,1,2005-02-09,2,2005-02-09,752396
197217618,1,2,2003-02-26,5,2003-02-26,1565228
197402595,1,1,2002-08-21,5,2002-08-21,541964
197448539,1,2,2001-11-01,2,2001-11-01,1565228
197621903,1,1,2002-03-06,1,2002-03-06,541964
198017494,2,2,2003-07-07,2,2003-07-07,1809029
201208160,2,2,2003-03-12,3,2003-03-12,1809029
201439529,2,2,2005-06-21,4,2005-06-21,1809029
201997969,1,1,2005-05-18,4,2005-05-18,541964
202617728,1,1,2005-11-16,4,2005-11-16,541964
202734894,1,1,2005-07-03,5,2005-07-03,541964
203418697,2,1,2003-05-27,1,2003-05-27,752396
203516813,2,1,2005-03-29,1,2005-03-29,752396
203900945,1,2,2002-10-22,5,2002-10-22,1565228
204426050,2,1,2001-02-13,4,2001-02-13,752396
204978446,1,2,2005-01-30,2,2005-01-30,1565228
205701451,2,2,2001-11-17,1,2001-11-17,1809029
206149650,1,2,2000-12-01,5,2000-12-01,1565228
206496219,2,1,2004-09-04,1,2004-09-04,752396
206667279,1,2,2002-08-11,3,2002-08-11,1565228
209929203,1,1,2002-07-18,1,2002-07-18,541964
210997158,1,2,2005-11-26,1,2005-11-26,1565228
211282304,2,2,2003-12-11,3,2003-12-11,1809029
211430526,2,2,2001-08-21,2,2001-08-21,1809029
211868881,2,1,2004-03-15,2,2004-03-15,752396
212008186,2,2,2001-08-12,1,2001-08-12,1809029
212204208,1,2,2002-11-06,1,2002-11-06,1565228
212383073,1,2,2004-06-19,4,2004-06-19,1565228
212396592,2,2,2003-04-04,4,2003-04-04,1809029
213305156,1,2,2002-10-31,1,2002-10-31,1565228
214805461,1,2,2002-09-05,2,2002-09-05,1565228
215295444,2,2,2001-10-02,4,2001-10-02,1809029
216063573,1,1,2001-09-07,5,2001-09-07,541964
216306340,2,2,2001-08-15,3,2001-08-15,1809029
216363746,2,1,2003-03-31,5,2003-03-31,752396
217101165,1,2,2003-05-23,2,2003-05-23,1565228
218602072,2,2,2003-07-07,5,2003-07-07,1809029
219030317,2,1,2002-06-13,2,2002-06-13,752396
219220359,1,2,2002-02-20,1,2002-02-20,1565228
219587045,2,2,2002-06-19,1,2002-06-19,1809029
219654064,1,1,2000-12-22,1,2000-12-22,541964
220625769,1,1,2000-12-09,4,2000-12-09,541964
221560424,2,2,2004-01-29,5,2004-01-29,1809029
221788057,1,2,2001-09-15,4,2001-09-15,1565228
223049506,2,2,2001-08-09,4,2001-08-09,1809029
223633688,2,1,2002-07-12,5,2002-07-12,752396
224348833,1,2,2001-09-16,2,2001-09-16,1565228
224602858,2,1,2001-09-26,3,2001-09-26,752396
224713920,1,2,2004-02-13,5,2004-02-13,1565228
227851038,2,1,2004-10-16,3,2004-10-16,752396
228544831,2,2,2003-11-10,4,2003-11-10,1809029
228645998,1,2,2001-02-13,3,2001-02-13,1565228
229761409,2,1,2001-12-24,4,2001-12-24,752396
230947525,1,1,2001-03-24,3,2001-03-24,541964
231339971,2,2,2004-05-19,2,2004-05-19,1809029
231391195,1,1,2005-02-07,5,2005-02-07,541964
231452069,2,2,2002-12-17,4,2002-12-17,1809029
231962370,1,1,2003-03-21,5,2003-03-21,541964
232415053,1,1,2003-10-05,5,2003-10-05,541964
232597977,1,2,2004-06-16,2,2004-06-16,1565228
232701362,1,2,2005-07-29,3,2005-07-29,1565228
232895033,2,1,2005-02-09,3,2005-02-09,752396
234876590,2,1,2003-09-11,1,2003-09-11,752396
235842568,1,1,2002-07-29,3,2002-07-29,541964
237681755,1,2,2004-04-05,5,2004-04-05,1565228
239092589,2,2,2001-04-06,1,2001-04-06,1809029
239213363,2,2,2001-07-01,2,2001-07-01,1809029
239769811,2,2,2005-09-18,4,2005-09-18,1809029
240173668,1,1,2002-10-19,1,2002-10-19,541964
240272549,1,2,2003-08-05,5,2003-08-05,1565228
241184729,2,2,2003-11-10,4,2003-11-10,1809029
241778784,2,1,2003-07-17,2,2003-07-17,752396
241837785,1,1,2003-01-06,4,2003-01-06,541964
242945434,2,1,2001-12-13,1,2001-12-13,752396
243546094,2,1,2004-09-27,1,2004-09-27,752396
243660525,1,2,2003-04-14,5,2003-04-14,1565228
243954625,2,2,2001-02-22,5,2001-02-22,1809029
244280043,2,2,2003-06-02,1,2003-06-02,1809029
245282060,2,1,2004-08-18,3,2004-08-18,752396
245514247,2,2,2005-04-22,1,2005-04-22,1809029
245883421,2,2,2001-03-19,2,2001-03-19,1809029
246139345,2,1,2003-07-05,1,2003-07-05,752396
246308804,1,1,2003-07-29,2,2003-07-29,541964
246940659,1,1,2005-09-25,4,2005-09-25,541964
247241539,2,2,2002-06-11,3,2002-06-11,1809029
247505968,1,2,2005-09-29,3,2005-09-29,1565228
247815190,1,2,2005-02-02,2,2005-02-02,1565228
247896503,1,2,2003-10-04,4,2003-10-04,1565228
248373767,1,1,2002-11-11,2,2002-11-11,541964
249315793,2,1,2001-09-12,2,2001-09-12,752396
250123759,1,2,2003-11-23,5,2003-11-23,1565228
250761443,2,1,2002-05-07,2,2002-05-07,752396
251051842,2,1,2002-03-25,5,2002-03-25,752396
251317737,2,1,2001-11-19,5,2001-11-19,752396
251919144,2,2,2001-08-14,3,2001-08-14,1809029
252299337,1,1,2002-05-04,1,2002-05-04,541964
252687127,2,2,2002-01-13,4,2002-01-13,1809029
253603585,1,2,2005-10-06,1,2005-10-06,1565228
253622154,1,2,2002-12-08,1,2002-12-08,1565228
253656511,1,2,2002-06-23,4,2002-06-23,1565228
254113894,2,1,2004-12-24,3,2004-12-24,752396
254796068,1,2,2005-07-17,3,2005-07-17,1565228
254849917,1,2,2001-12-10,5,2001-12-10,1565228
255946862,1,2,2004-09-05,2,2004-09-05,1565228
257142553,2,1,2002-02-07,1,2002-02-07,752396
257554857,2,1,2003-01-16,4,2003-01-16,752396
257690949,1,2,2003-02-03,5,2003-02-03,1565228
257920843,1,1,2002-12-26,1,2002-12-26,541964
258187411,2,2,2004-01-08,2,2004-01-08,1809029
258436653,1,1,2001-03-01,4,2001-03-01,541964
258507223,1,2,2004-01-27,3,2004-01-27,1565228
259456959,2,1,2002-05-03,3,2002-05-03,752396
260449998,2,1,2005-02-26,1,2005-02-26,752396
260865381,2,2,2001-11-28,5,2001-11-28,1809029
262347955,2,2,2000-12-13,1,2000-12-13,1809029
262350868,2,2,2005-01-27,2,2005-01-27,1809029
263061251,1,2,2002-09-01,2,2002-09-01,1565228
263584939,2,2,2005-04-15,5,2005-04-15,1809029
263713426,2,2,2001-12-16,1,2001-12-16,1809029
264784553,1,1,2005-01-21,1,2005-01-21,541964
264954151,2,2,2005-02-26,3,2005-02-26,1809029
265498361,2,1,2002-06-08,3,2002-06-08,752396
266478003,1,1,2004-08-22,3,2004-08-22,541964
266718049,2,1,2004-01-06,2,2004-01-06,752396
266897896,2,1,2003-06-26,2,2003-06-26,752396
267145875,1,2,2003-06-04,4,2003-06-04,1565228
267683341,1,2,2001-01-19,1,2001-01-19,1565228
268063835,2,2,2002-02-08,5,2002-02-08,1809029
268434506,1,1,2003-11-02,3,2003-11-02,541964
